# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "1" "-t" "gene" "-g" "gene_id" "-a" "/shared/ngs/illumina/henikoff/databases/human/hg19/gencode.v19.annotation.GRCh37.p13.gtf" "-o" "NK_hs_2006_S53.featureCounts.gene.tab" "NK_hs_2006_S53.bam" 
Geneid	Chr	Start	End	Strand	Length	NK_hs_2006_S53.bam
ENSG00000229065.1	chr9	97875990	97876743	+	754	0
ENSG00000223849.1	chr9	97885803	97886150	+	348	1
ENSG00000251884.1	chr9	97904731	97904823	-	93	0
ENSG00000238746.1	chr9	97934777	97934880	-	104	0
ENSG00000230221.2	chr9	98054620	98057092	+	2473	3
ENSG00000271384.1	chr9	98169272	98169944	-	673	1
ENSG00000213761.4	chr9	98175549	98175731	-	183	1
ENSG00000237857.2	chr9	98177116	98189078	-	11963	8
ENSG00000185920.11	chr9	98205262	98279339	-	74078	172
ENSG00000271314.1	chr9	98257206	98257661	+	456	0
ENSG00000271155.1	chr9	98268517	98269918	+	1402	0
ENSG00000271659.1	chr9	98276327	98276802	+	476	2
ENSG00000229345.1	chr9	98361827	98368568	-	6742	0
ENSG00000228142.2	chr9	98412436	98478000	+	65565	3
ENSG00000227358.1	chr9	98415194	98415548	+	355	0
ENSG00000175611.7	chr9	98521513	98638259	-	116747	23
ENSG00000268926.1	chr9	98534605	98537013	+	2409	2
ENSG00000252847.1	chr9	98622186	98622298	+	113	0
ENSG00000182150.11	chr9	98637983	98776842	+	138860	327
ENSG00000199202.1	chr9	98667287	98667423	+	137	0
ENSG00000237631.2	chr9	98680418	98680986	+	569	0
ENSG00000225194.2	chr9	98782014	98790247	-	8234	0
ENSG00000237212.1	chr9	98857493	98864194	+	6702	0
ENSG00000201938.1	chr9	98865361	98865456	-	96	0
ENSG00000224546.2	chr9	98908289	98910138	+	1850	0
ENSG00000130948.5	chr9	98997588	99064434	-	66847	4
ENSG00000265367.1	chr9	98998105	98998204	-	100	0
ENSG00000232283.1	chr9	99008744	99012675	+	3932	0
ENSG00000207276.1	chr9	99018498	99018601	-	104	0
ENSG00000130958.7	chr9	99082988	99145992	-	63005	58
ENSG00000165244.6	chr9	99148223	99180611	-	32389	248
ENSG00000238251.2	chr9	99169566	99170079	+	514	1
ENSG00000130956.9	chr9	99212483	99253618	+	41136	345
ENSG00000081377.12	chr9	99252523	99382112	-	129590	538
ENSG00000158122.7	chr9	99401859	99417585	-	15727	71
ENSG00000224848.1	chr9	99449338	99483403	+	34066	0
ENSG00000233820.2	chr9	99488172	99489751	+	1580	0
ENSG00000081386.8	chr9	99518147	99540411	-	22265	114
ENSG00000196597.7	chr9	99578754	99637905	-	59152	184
ENSG00000196312.7	chr9	99660348	99775862	-	115515	320
ENSG00000269907.1	chr9	99672358	99672687	+	330	0
ENSG00000227257.1	chr9	99681210	99681600	+	391	0
ENSG00000188152.8	chr9	99690592	99702535	+	11944	1
ENSG00000236745.2	chr9	99717102	99717743	+	642	0
ENSG00000136943.6	chr9	99794940	99801925	-	6986	252
ENSG00000197214.5	chr9	99830031	99830910	+	880	0
ENSG00000228376.3	chr9	99837953	99844227	-	6275	2
ENSG00000228038.1	chr9	99855976	99856920	-	945	0
ENSG00000213612.3	chr9	99883941	99884771	+	831	0
ENSG00000159712.10	chr9	99918852	99983517	-	64666	83
ENSG00000252721.1	chr9	99955205	99955307	-	103	0
ENSG00000242375.1	chr9	99957633	99959969	-	2337	0
ENSG00000188801.8	chr9	99959537	99961910	-	2374	0
ENSG00000203279.3	chr9	99962757	100000982	-	38226	58
ENSG00000235494.1	chr9	99995483	99997296	+	1814	1
ENSG00000254876.1	chr9	100000731	100059596	+	58866	0
ENSG00000197816.9	chr9	100000765	100140806	+	140042	1
ENSG00000255036.1	chr9	100000779	100139569	+	138791	0
ENSG00000254483.1	chr9	100000927	100008466	+	7540	0
ENSG00000254633.1	chr9	100038848	100058041	+	19194	0
ENSG00000221269.1	chr9	100125836	100125963	-	128	0
ENSG00000228957.1	chr9	100148522	100158394	-	9873	0
ENSG00000196116.6	chr9	100174232	100258407	+	84176	74
ENSG00000136842.9	chr9	100263462	100364030	+	100569	132
ENSG00000228174.3	chr9	100274988	100280118	-	5131	0
ENSG00000136925.10	chr9	100362362	100395962	-	33601	99
ENSG00000136937.8	chr9	100395908	100436030	+	40123	579
ENSG00000231521.1	chr9	100396797	100398333	-	1537	3
ENSG00000136936.6	chr9	100437191	100459639	-	22449	161
ENSG00000214417.4	chr9	100461204	100463016	+	1813	0
ENSG00000266608.1	chr9	100462516	100462607	+	92	0
ENSG00000260677.1	chr9	100505490	100507217	+	1728	0
ENSG00000236130.1	chr9	100568217	100572290	-	4074	0
ENSG00000178919.7	chr9	100615536	100618986	+	3451	2
ENSG00000136932.9	chr9	100666771	100684852	-	18082	31
ENSG00000201830.1	chr9	100677972	100678078	+	107	0
ENSG00000136929.8	chr9	100689073	100707138	-	18066	2
ENSG00000136938.8	chr9	100745643	100778225	+	32583	881
ENSG00000236896.1	chr9	100748833	100749938	-	1106	0
ENSG00000212521.1	chr9	100794512	100794617	+	106	0
ENSG00000095380.10	chr9	100819021	100845357	+	26337	211
ENSG00000106785.10	chr9	100831557	100881494	-	49938	199
ENSG00000106789.8	chr9	100883257	100954922	-	71666	83
ENSG00000095383.15	chr9	100961311	101017915	-	56605	28
ENSG00000224001.2	chr9	100996991	100997849	+	859	0
ENSG00000136928.4	chr9	101050391	101471479	-	421089	15
ENSG00000229897.2	chr9	101369115	101370415	+	1301	0
ENSG00000165138.12	chr9	101493611	101559247	-	65637	235
ENSG00000119514.5	chr9	101569981	101612363	+	42383	134
ENSG00000267026.1	chr9	101609511	101634697	-	25187	17
ENSG00000229338.1	chr9	101652872	101654219	+	1348	0
ENSG00000204291.6	chr9	101705461	101833069	+	127609	2
ENSG00000270412.1	chr9	101705619	101706057	-	439	0
ENSG00000106799.8	chr9	101866320	101916474	+	50155	184
ENSG00000252942.1	chr9	101908122	101908248	-	127	0
ENSG00000227269.1	chr9	101945655	101947173	+	1519	0
ENSG00000240235.2	chr9	101947868	101948148	-	281	0
ENSG00000119523.8	chr9	101978708	101984238	-	5531	100
ENSG00000106803.5	chr9	101984346	101992897	+	8552	270
ENSG00000222337.1	chr9	102046304	102046655	+	352	0
ENSG00000255815.2	chr9	102067394	102068893	+	1500	0
ENSG00000271086.1	chr9	102117619	102139522	-	21904	3
ENSG00000234860.1	chr9	102293978	102299206	+	5229	0
ENSG00000237461.1	chr9	102348068	102582171	-	234104	44
ENSG00000119508.13	chr9	102584137	102629173	+	45037	23
ENSG00000255145.1	chr9	102648608	102668883	-	20276	12
ENSG00000136874.6	chr9	102668915	102732618	+	63704	184
ENSG00000254571.1	chr9	102677359	102692178	-	14820	5
ENSG00000023318.7	chr9	102741461	102861322	-	119862	268
ENSG00000234709.2	chr9	102760583	102761351	-	769	0
ENSG00000119509.8	chr9	102861538	103063282	+	201745	407
ENSG00000239908.2	chr9	102864841	102865119	+	279	0
ENSG00000238172.1	chr9	102879037	102879933	-	897	3
ENSG00000270995.1	chr9	102882717	102883182	-	466	0
ENSG00000231697.3	chr9	102937460	102938336	+	877	0
ENSG00000136891.9	chr9	103064359	103115221	-	50863	376
ENSG00000263475.1	chr9	103157934	103158007	+	74	0
ENSG00000066697.10	chr9	103189438	103213511	+	24074	8
ENSG00000251349.3	chr9	103204553	103339918	+	135366	0
ENSG00000241697.3	chr9	103204560	103339918	+	135359	0
ENSG00000170681.6	chr9	103340361	103350188	+	9828	40
ENSG00000200966.1	chr9	103343361	103343661	-	301	0
ENSG00000237999.2	chr9	103493522	103494637	+	1116	0
ENSG00000230161.1	chr9	103674602	103675023	+	422	0
ENSG00000229541.2	chr9	103737950	103738964	+	1015	0
ENSG00000148123.10	chr9	103790991	104087417	+	296427	3
ENSG00000238143.1	chr9	103887718	103888203	-	486	0
ENSG00000253041.1	chr9	104084759	104084815	+	57	0
ENSG00000227411.1	chr9	104096366	104101629	-	5264	0
ENSG00000236763.2	chr9	104118748	104119126	-	379	0
ENSG00000230328.2	chr9	104121214	104123524	+	2311	0
ENSG00000136881.7	chr9	104122699	104145801	-	23103	7
ENSG00000234502.2	chr9	104137626	104138885	-	1260	0
ENSG00000136897.6	chr9	104149915	104160896	-	10982	169
ENSG00000136870.6	chr9	104161155	104172942	+	11788	78
ENSG00000136872.13	chr9	104182860	104198105	-	15246	0
ENSG00000270982.1	chr9	104212083	104212215	+	133	0
ENSG00000225376.1	chr9	104230721	104243784	+	13064	8
ENSG00000165152.4	chr9	104235453	104295819	-	60367	77
ENSG00000233055.1	chr9	104263925	104264167	-	243	0
ENSG00000155827.7	chr9	104296133	104325622	+	29490	105
ENSG00000265068.1	chr9	104311968	104312053	-	86	0
ENSG00000198785.4	chr9	104331635	104500862	-	169228	2
ENSG00000188386.5	chr9	104353897	104357283	-	3387	0
ENSG00000230302.2	chr9	104555736	104556038	-	303	0
ENSG00000230418.2	chr9	104817534	104818023	-	490	0
ENSG00000238882.1	chr9	105018886	105018992	+	107	0
ENSG00000222117.1	chr9	105057659	105057746	+	88	0
ENSG00000235901.2	chr9	105277486	105280590	+	3105	0
ENSG00000204250.3	chr9	105281918	105419796	+	137879	0
ENSG00000232242.2	chr9	105373444	105374437	-	994	0
ENSG00000234269.2	chr9	105684856	105685526	+	671	0
ENSG00000155833.10	chr9	105757593	105780770	+	23178	0
ENSG00000229830.1	chr9	105827698	105827880	+	183	0
ENSG00000225564.2	chr9	105902805	106087316	-	184512	8
ENSG00000226566.2	chr9	106124234	106192174	-	67941	0
ENSG00000253031.1	chr9	106451755	106451859	-	105	0
ENSG00000270332.1	chr9	106842305	106855354	-	13050	3
ENSG00000136824.14	chr9	106856541	106903698	+	47158	292
ENSG00000242111.1	chr9	107032509	107049236	+	16728	0
ENSG00000203396.3	chr9	107090601	107091677	-	1077	0
ENSG00000186881.2	chr9	107266455	107267547	+	1093	0
ENSG00000148136.5	chr9	107288534	107289490	-	957	0
ENSG00000204246.2	chr9	107298030	107299137	-	1108	0
ENSG00000186943.1	chr9	107331449	107332411	+	963	0
ENSG00000237443.1	chr9	107352325	107353231	+	907	0
ENSG00000255800.1	chr9	107360650	107361788	-	1139	0
ENSG00000257019.1	chr9	107366924	107367951	-	1028	0
ENSG00000136839.1	chr9	107379529	107380485	-	957	0
ENSG00000273423.1	chr9	107392035	107393298	+	1264	0
ENSG00000235248.2	chr9	107419035	107419997	-	963	0
ENSG00000179055.5	chr9	107456660	107457766	+	1107	0
ENSG00000188712.3	chr9	107484616	107485552	+	937	0
ENSG00000136783.9	chr9	107509969	107522403	+	12435	49
ENSG00000165028.7	chr9	107526438	107539738	+	13301	23
ENSG00000165029.11	chr9	107543283	107690518	-	147236	8
ENSG00000226334.1	chr9	107689834	107691173	+	1340	0
ENSG00000230013.1	chr9	107753077	107754062	-	986	0
ENSG00000201583.1	chr9	107859037	107859342	+	306	0
ENSG00000238208.1	chr9	107944761	107949038	-	4278	0
ENSG00000070214.11	chr9	108006903	108201452	+	194550	239
ENSG00000106701.7	chr9	108210077	108314714	+	104638	154
ENSG00000229419.1	chr9	108282409	108288640	+	6232	0
ENSG00000228317.1	chr9	108316316	108320310	-	3995	0
ENSG00000106692.9	chr9	108320411	108403399	+	82989	266
ENSG00000186051.4	chr9	108424738	108425367	+	630	1
ENSG00000095209.7	chr9	108456825	108538893	+	82069	297
ENSG00000228366.1	chr9	108472571	108473062	-	492	0
ENSG00000232486.1	chr9	108520445	108523036	+	2592	0
ENSG00000228948.2	chr9	108611991	108613706	+	1716	0
ENSG00000225002.2	chr9	108823635	108827106	-	3472	0
ENSG00000234323.1	chr9	109040673	109367076	+	326404	13
ENSG00000229297.1	chr9	109346423	109354233	-	7811	0
ENSG00000237062.1	chr9	109377359	109378087	-	729	0
ENSG00000234229.3	chr9	109378339	109464943	+	86605	3
ENSG00000200131.1	chr9	109442258	109442610	+	353	0
ENSG00000228143.2	chr9	109484631	109485211	+	581	0
ENSG00000212276.1	chr9	109606030	109606147	-	118	0
ENSG00000148143.8	chr9	109625378	109775915	+	150538	185
ENSG00000242631.2	chr9	109685630	109686455	+	826	0
ENSG00000230782.1	chr9	109737114	109865269	-	128156	23
ENSG00000231562.1	chr9	109741057	109741835	-	779	0
ENSG00000223615.2	chr9	109878065	109878235	+	171	0
ENSG00000225531.1	chr9	109879110	109879838	+	729	0
ENSG00000226047.1	chr9	109879740	109883986	-	4247	0
ENSG00000226535.1	chr9	109931850	109933429	-	1580	0
ENSG00000119318.8	chr9	110045418	110094475	+	49058	596
ENSG00000226825.1	chr9	110182565	110193083	-	10519	2
ENSG00000263459.1	chr9	110195821	110195890	-	70	0
ENSG00000213558.3	chr9	110220319	110220587	-	269	0
ENSG00000199905.1	chr9	110237317	110237420	-	104	0
ENSG00000136826.10	chr9	110247133	110252763	-	5631	34
ENSG00000236005.1	chr9	110296671	110297443	+	773	0
ENSG00000227350.1	chr9	110305432	110305897	-	466	0
ENSG00000202308.1	chr9	110425421	110425527	-	107	0
ENSG00000214645.3	chr9	110539471	110540419	-	949	0
ENSG00000222558.1	chr9	110560025	110560128	-	104	0
ENSG00000244104.2	chr9	110573900	110574195	-	296	0
ENSG00000231293.1	chr9	110596790	110597110	-	321	0
ENSG00000233727.1	chr9	110616064	110616539	-	476	0
ENSG00000222459.1	chr9	110681147	110681259	-	113	0
ENSG00000236783.1	chr9	110725984	110726326	-	343	0
ENSG00000213557.4	chr9	110802494	110802873	+	380	0
ENSG00000237360.2	chr9	110859712	110860131	-	420	0
ENSG00000230030.1	chr9	111014434	111017100	-	2667	0
ENSG00000222512.1	chr9	111121132	111121209	-	78	0
ENSG00000169253.3	chr9	111389113	111389430	+	318	0
ENSG00000231678.2	chr9	111463650	111465372	-	1723	0
ENSG00000231810.1	chr9	111583977	111584284	+	308	0
ENSG00000213556.3	chr9	111598613	111598877	+	265	0
ENSG00000148156.6	chr9	111616871	111619239	-	2369	2
ENSG00000187003.5	chr9	111624603	111626035	+	1433	0
ENSG00000070061.10	chr9	111629797	111696396	-	66600	585
ENSG00000119328.7	chr9	111696461	111713024	+	16564	73
ENSG00000119326.10	chr9	111704851	111775809	-	70959	245
ENSG00000201227.1	chr9	111754689	111754849	-	161	0
ENSG00000106771.8	chr9	111777432	111882225	-	104794	632
ENSG00000199331.1	chr9	111804666	111804767	-	102	0
ENSG00000207698.1	chr9	111808509	111808578	-	70	0
ENSG00000260230.2	chr9	111892573	111929571	-	36999	17
ENSG00000095203.10	chr9	111934255	112083244	-	148990	123
ENSG00000200106.1	chr9	111958481	111958589	-	109	0
ENSG00000265647.1	chr9	112028557	112028655	+	99	1
ENSG00000237124.1	chr9	112062466	112063452	+	987	0
ENSG00000207329.1	chr9	112086965	112087076	+	112	0
ENSG00000070159.9	chr9	112137746	112260590	-	122845	122
ENSG00000263861.1	chr9	112273755	112273825	-	71	0
ENSG00000213539.4	chr9	112295110	112296612	-	1503	8
ENSG00000243444.3	chr9	112403068	112713755	+	310688	5
ENSG00000232939.1	chr9	112522640	112534323	-	11684	0
ENSG00000157654.13	chr9	112542589	112934792	+	392204	0
ENSG00000241978.5	chr9	112542769	112934792	+	392024	0
ENSG00000228053.1	chr9	112787161	112787638	-	478	0
ENSG00000188959.9	chr9	112952328	112970469	-	18142	0
ENSG00000136810.8	chr9	113006091	113018920	-	12830	650
ENSG00000204193.6	chr9	113065801	113100127	-	34327	0
ENSG00000165124.13	chr9	113127531	113342160	-	214630	42
ENSG00000206658.1	chr9	113131872	113131978	-	107	0
ENSG00000212254.1	chr9	113301970	113302078	-	109	0
ENSG00000232896.1	chr9	113361755	113367499	+	5745	0
ENSG00000030304.8	chr9	113431051	113563859	+	132809	1
ENSG00000223918.1	chr9	113489736	113489959	-	224	0
ENSG00000198121.9	chr9	113635543	113800981	-	165439	95
ENSG00000206923.1	chr9	113665617	113665725	+	109	0
ENSG00000207401.1	chr9	113696686	113696787	+	102	0
ENSG00000212409.1	chr9	113859605	113859693	-	89	0
ENSG00000227531.1	chr9	113901526	114047116	-	145591	2
ENSG00000171133.2	chr9	114089763	114090800	-	1038	0
ENSG00000136813.10	chr9	114122972	114247025	-	124054	690
ENSG00000223238.1	chr9	114173924	114174022	-	99	0
ENSG00000173258.8	chr9	114287439	114340124	+	52686	243
ENSG00000106853.12	chr9	114312002	114362135	-	50134	142
ENSG00000224644.1	chr9	114336472	114337707	+	1236	0
ENSG00000204173.6	chr9	114353872	114393569	-	39698	7
ENSG00000059769.15	chr9	114393632	114432508	+	38877	0
ENSG00000244115.1	chr9	114393666	114432509	+	38844	0
ENSG00000242616.3	chr9	114423615	114432526	+	8912	0
ENSG00000165181.12	chr9	114448453	114557288	-	108836	23
ENSG00000224067.2	chr9	114565260	114565715	+	456	0
ENSG00000206907.1	chr9	114602108	114602214	+	107	0
ENSG00000148154.5	chr9	114659046	114697649	+	38604	226
ENSG00000266315.1	chr9	114694380	114694449	+	70	0
ENSG00000222356.1	chr9	114758915	114759019	-	105	0
ENSG00000259953.1	chr9	114794835	114800010	-	5176	6
ENSG00000106868.12	chr9	114803065	114937688	-	134624	79
ENSG00000222327.1	chr9	114900077	114900180	+	104	0
ENSG00000200261.1	chr9	114931566	114931677	+	112	0
ENSG00000225513.1	chr9	114935802	114936251	-	450	0
ENSG00000119314.11	chr9	114980715	115095947	-	115233	468
ENSG00000242256.2	chr9	115004832	115005119	-	288	0
ENSG00000199525.1	chr9	115014538	115014658	+	121	0
ENSG00000243911.2	chr9	115034876	115035111	-	236	0
ENSG00000230081.2	chr9	115043258	115043615	-	358	0
ENSG00000213529.3	chr9	115124994	115125396	+	403	0
ENSG00000119471.10	chr9	115142217	115234690	+	92474	281
ENSG00000230185.4	chr9	115196096	115249484	-	53389	67
ENSG00000165185.10	chr9	115249127	115431677	+	182551	654
ENSG00000250068.1	chr9	115344059	115344870	-	812	0
ENSG00000148153.9	chr9	115446206	115480516	-	34311	108
ENSG00000226609.1	chr9	115511182	115512736	-	1555	0
ENSG00000148158.12	chr9	115513118	115643951	+	130834	104
ENSG00000119457.7	chr9	115641200	115653193	-	11994	2
ENSG00000271631.1	chr9	115647438	115648047	+	610	2
ENSG00000237906.1	chr9	115721414	115724541	-	3128	1
ENSG00000228623.2	chr9	115759495	115774507	-	15013	8
ENSG00000136866.9	chr9	115800660	115819039	-	18380	38
ENSG00000225684.3	chr9	115865618	115873780	-	8163	0
ENSG00000231528.2	chr9	115875353	115882208	+	6856	1
ENSG00000136867.6	chr9	115913222	115926417	+	13196	26
ENSG00000119321.4	chr9	115923286	115983641	-	60356	335
ENSG00000136868.9	chr9	115983808	116028674	+	44867	145
ENSG00000176386.4	chr9	116018115	116037869	-	19755	33
ENSG00000136875.8	chr9	116037623	116055185	+	17563	246
ENSG00000165188.9	chr9	116059373	116065656	-	6284	0
ENSG00000148225.11	chr9	116075502	116102578	-	27077	17
ENSG00000119411.10	chr9	116111821	116133513	+	21693	7
ENSG00000119431.5	chr9	116135699	116139279	-	3581	184
ENSG00000148218.11	chr9	116148597	116163613	-	15017	188
ENSG00000148229.8	chr9	116169515	116172952	-	3438	266
ENSG00000157653.7	chr9	116172334	116191964	+	19631	5
ENSG00000138835.18	chr9	116207011	116360018	+	153008	6
ENSG00000237073.1	chr9	116332470	116352299	-	19830	2
ENSG00000233817.1	chr9	116381508	116384914	+	3407	0
ENSG00000227482.1	chr9	116413236	116445135	+	31900	0
ENSG00000214669.3	chr9	116521274	116521699	-	426	0
ENSG00000211556.2	chr9	116554638	116554719	-	82	0
ENSG00000232905.2	chr9	116612967	116613912	-	946	0
ENSG00000157657.10	chr9	116638562	116818871	+	180310	185
ENSG00000106927.7	chr9	116822407	116840752	-	18346	0
ENSG00000136883.8	chr9	116848406	116861507	-	13102	32
ENSG00000196739.10	chr9	116917840	117074791	+	156952	246
ENSG00000207726.1	chr9	116971714	116971809	+	96	0
ENSG00000229314.4	chr9	117085336	117088755	+	3420	0
ENSG00000228278.2	chr9	117092149	117095532	+	3384	0
ENSG00000106948.12	chr9	117096436	117156685	-	60250	12
ENSG00000235119.1	chr9	117159004	117160783	-	1780	0
ENSG00000095397.9	chr9	117164360	117267730	-	103371	183
ENSG00000271214.1	chr9	117253844	117254021	+	178	0
ENSG00000238530.1	chr9	117327530	117327632	-	103	0
ENSG00000235797.2	chr9	117335181	117335651	+	471	0
ENSG00000136888.6	chr9	117350026	117360653	+	10628	626
ENSG00000157693.10	chr9	117373486	117408702	+	35217	83
ENSG00000201749.1	chr9	117377735	117377848	-	114	0
ENSG00000272241.1	chr9	117378827	117378895	+	69	0
ENSG00000230054.1	chr9	117418584	117424654	-	6071	0
ENSG00000230601.1	chr9	117428716	117434029	-	5314	0
ENSG00000230284.1	chr9	117458202	117458595	-	394	0
ENSG00000181634.7	chr9	117546915	117568406	-	21492	0
ENSG00000221734.1	chr9	117554474	117554546	+	73	0
ENSG00000229817.1	chr9	117607874	117610865	+	2992	0
ENSG00000106952.3	chr9	117656003	117692697	-	36695	0
ENSG00000041982.10	chr9	117782806	117880536	-	97731	39
ENSG00000236461.1	chr9	117881818	117900688	-	18871	0
ENSG00000173077.10	chr9	117904097	118164923	+	260827	4
ENSG00000234692.1	chr9	118014817	118016530	-	1714	0
ENSG00000228714.2	chr9	118501942	118506518	-	4577	0
ENSG00000204148.3	chr9	118650448	118687486	-	37039	0
ENSG00000228707.1	chr9	118774640	118775244	+	605	0
ENSG00000182752.8	chr9	118916083	119164601	+	248519	4
ENSG00000221772.2	chr9	118961269	118961358	-	90	0
ENSG00000226604.2	chr9	119048108	119051048	-	2941	0
ENSG00000244757.1	chr9	119050897	119080968	-	30072	0
ENSG00000216182.1	chr9	119155868	119155955	-	88	0
ENSG00000256040.1	chr9	119160439	119162885	-	2447	0
ENSG00000148219.12	chr9	119187504	120177348	-	989845	54
ENSG00000229105.1	chr9	119266562	119324572	+	58011	0
ENSG00000230894.1	chr9	119330728	119348607	+	17880	2
ENSG00000119401.10	chr9	119449581	119463579	+	13999	38
ENSG00000265662.1	chr9	119861286	119861385	+	100	0
ENSG00000230734.1	chr9	119942907	119943374	-	468	0
ENSG00000207268.1	chr9	119943345	119943479	-	135	0
ENSG00000201140.1	chr9	119959397	119959699	+	303	0
ENSG00000222413.1	chr9	120039264	120039565	+	302	0
ENSG00000233516.1	chr9	120224572	120228538	-	3967	0
ENSG00000233569.1	chr9	120410884	120419305	+	8422	0
ENSG00000235133.1	chr9	120447532	120447866	-	335	0
ENSG00000136869.13	chr9	120466610	120479149	+	12540	1
ENSG00000201444.1	chr9	120470274	120470380	-	107	0
ENSG00000251847.1	chr9	120493653	120493749	-	97	0
ENSG00000228512.2	chr9	120545726	120630349	+	84624	0
ENSG00000231901.1	chr9	120602600	120659534	-	56935	0
ENSG00000234782.2	chr9	120845142	120845660	-	519	8
ENSG00000225050.1	chr9	121450030	121468238	-	18209	0
ENSG00000235201.1	chr9	121502841	121507590	+	4750	0
ENSG00000231166.2	chr9	121526145	121526623	+	479	0
ENSG00000078725.8	chr9	121915736	122131745	-	216010	4
ENSG00000260970.1	chr9	122257653	122286403	+	28751	2
ENSG00000261432.1	chr9	122697331	122700110	+	2780	0
ENSG00000225960.1	chr9	122735372	122736600	+	1229	0
ENSG00000207814.1	chr9	123007257	123007328	-	72	0
ENSG00000136861.13	chr9	123151147	123342448	-	191302	547
ENSG00000106780.7	chr9	123363091	123476748	-	113658	163
ENSG00000238181.2	chr9	123482951	123484250	+	1300	0
ENSG00000119402.12	chr9	123514256	123555690	-	41435	415
ENSG00000214654.5	chr9	123555829	123561848	+	6020	23
ENSG00000270917.1	chr9	123574753	123575123	-	371	0
ENSG00000095261.9	chr9	123577774	123605262	-	27489	10
ENSG00000226752.3	chr9	123587106	123616651	+	29546	10
ENSG00000119403.9	chr9	123617977	123639606	-	21630	104
ENSG00000056558.6	chr9	123664671	123691451	-	26781	17
ENSG00000106804.6	chr9	123714616	123812554	-	97939	21
ENSG00000119397.12	chr9	123837141	123939888	+	102748	238
ENSG00000119396.6	chr9	123940415	123985292	-	44878	311
ENSG00000243738.2	chr9	123965437	123965712	+	276	0
ENSG00000148180.12	chr9	123970072	124095121	+	125050	70
ENSG00000214651.4	chr9	124000395	124002367	-	1973	5
ENSG00000239593.1	chr9	124042141	124045008	-	2868	0
ENSG00000235865.2	chr9	124043046	124047808	-	4763	0
ENSG00000148175.8	chr9	124101355	124132531	-	31177	54
ENSG00000267987.1	chr9	124103625	124110410	+	6786	2
ENSG00000227355.1	chr9	124137519	124214455	+	76937	9
